,Date,Ticker,BOARD_AVERAGE_AGE,BOARD_MEETINGS_PER_YR,BOARD_MEETING_ATTENDANCE_PCT,BOARD_SIZE,CEO_DUALITY,CHIEF_EXECUTIVE_OFFICER_AGE,CHIEF_EXECUTIVE_OFFICER_TENURE,CUR_MKT_CAP,ENVIRON_DISCLOSURE_SCORE,EQY_INST_PCT_SH_OUT,ESG_DISCLOSURE_SCORE,FEMALE_CEO_OR_EQUIVALENT,GOVNCE_DISCLOSURE_SCORE,INDEPENDENT_DIRECTORS,NUMBER_OF_WOMEN_ON_BOARD,PCT_IND_DIRECTORS_ON_COMP_CMTE,PCT_WOMEN_ON_BOARD,SOCIAL_DISCLOSURE_SCORE,TOT_COMP_AW_TO_CEO_&_EQUIV,BOARD_AVERAGE_TENURE,BS_TOT_ASSET,EPS_GROWTH,FNCL_LVRG,NET_INCOME,PCT_INSIDER_SHARES_OUT,RETURN_COM_EQY,RETURN_ON_ASSET,SALES_GROWTH,SHORT_AND_LONG_TERM_DEBT,TOBIN_Q_RATIO,TOTAL_EQUITY,security_name,gics_sector_name
3005,2014-12-31,SNC CT Equity,62.909,14.0,97.1,11.0,0.0,62.0,2.25,6755.6145,10.0775,30.349,25.2066,0.0,60.7143,10.0,2.0,100.0,18.182,24.5614,4962362.0,5.17,10227.155,3550.0,4.1118,1333.344,0.445,49.8403,12.1214,4.1147,887.366,1.3365,3324.886,SNC-Lavalin Group Inc,Industrials
3006,2015-12-31,SNC CT Equity,61.364,21.0,96.6,11.0,0.0,54.0,0.25,6158.4667,18.6047,37.662,33.8843,0.0,60.7143,10.0,2.0,100.0,18.182,42.1053,19084580.0,4.24,10503.153,-69.4064,2.8864,404.336,0.203,11.2597,3.9009,16.364,883.144,1.2181,3903.496,SNC-Lavalin Group Inc,Industrials
3007,2016-12-31,SNC CT Equity,60.917,25.0,100.0,12.0,0.0,55.0,1.25,8685.2243,17.0543,38.6,31.405,0.0,57.1429,11.0,2.0,100.0,16.667,38.5965,6412211.0,4.39,9298.319,-36.5672,2.5579,255.533,0.118,6.6017,2.5808999999999997,-11.6421,842.951,1.5179,3896.334,SNC-Lavalin Group Inc,Industrials
3008,2017-12-31,SNC CT Equity,59.917,10.0,93.22,12.0,0.0,56.0,2.25,10010.9831,23.2558,43.49,38.4298,0.0,62.5,11.0,3.0,100.0,25.0,49.1228,6269730.0,3.76,13762.506,38.2353,2.5346,382.035,0.059,8.3979,3.3133,10.1983,3133.68,1.3477999999999999,5223.222,SNC-Lavalin Group Inc,Industrials
3009,2018-12-31,SNC CT Equity,60.909,10.0,99.09,11.0,0.0,57.0,3.25,8061.4513,24.031,54.542,38.4298,0.0,62.5,10.0,3.0,100.0,27.273,47.3684,5448237.0,3.43,12939.692,38.2353,3.0083,-1316.898,0.059,-29.6731,-9.8636,8.0269,3668.028,1.3409,3655.865,SNC-Lavalin Group Inc,Industrials
3010,2019-12-31,SNC CT Equity,61.727,24.0,96.59,11.0,0.0,57.0,0.58,5257.8498,20.155,82.361,37.1901,0.0,66.0714,10.0,3.0,100.0,27.273,47.3684,10759882.0,4.1,11644.724,38.2353,3.3376,328.219,0.07,8.9118,2.6701,-26.4252,2669.531,1.1325,3717.427,SNC-Lavalin Group Inc,Industrials
3011,2020-12-31,SNC CT Equity,60.454,16.0,99.41,11.0,0.0,57.0,1.58,3814.7939,20.155,73.16,37.1901,0.0,66.0714,10.0,3.0,100.0,27.273,47.3684,8021998.0,2.52,10340.278,38.2353,3.505,-965.447,0.102,-30.7834,-8.7828,-6.7276,2499.12,1.1216,2568.693,SNC-Lavalin Group Inc,Industrials
3012,2010-12-31,SPB CT Equity,64.0,9.0,96.0,10.0,1.0,,,1190.5461,,6.877,12.8099,0.0,51.7857,9.0,1.0,100.0,10.0,3.5088,2148000.0,,2696.9,-2.5974,3.7127,-75.8,2.4859999999999998,-11.3227,-3.0497,57.4487,1352.0,1.1643,754.4,Superior Plus Corp,Utilities
3013,2011-12-31,SPB CT Equity,64.454,8.0,98.0,11.0,0.0,,,633.9507,,6.242,13.6364,0.0,55.3571,9.0,1.0,100.0,9.091,3.5088,5796291.0,,2193.4,-284.7222,4.4296,-302.6,2.56,-54.8188,-12.3755,10.9742,1277.4,1.1311,349.6,Superior Plus Corp,Utilities
3014,2012-12-31,SPB CT Equity,64.4,9.0,97.82,10.0,0.0,,,1152.1362,,9.598,13.6364,0.0,55.3571,8.0,1.0,100.0,10.0,3.5088,3327500.0,,2032.1,-284.7222,5.8363,90.0,2.928,24.8619,4.2599,-7.6753,1109.5,1.3841999999999999,374.4,Superior Plus Corp,Utilities
3015,2013-12-31,SPB CT Equity,65.4,10.0,96.0,10.0,0.0,61.0,2.17,1558.3125,,14.343,14.876,0.0,55.3571,8.0,1.0,100.0,10.0,8.7719,3071885.0,11.28,2141.1,-46.25,4.5629,52.7,2.304,11.5242,2.5256,3.5455,1045.5,1.4756,540.2,Superior Plus Corp,Utilities
3016,2014-12-31,SPB CT Equity,61.111,9.0,98.0,9.0,0.0,62.0,3.17,1512.9588,,21.033,16.1157,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,3086539.0,9.33,2114.9,4.6512,3.9024,56.9,1.565,10.4346,2.6739,5.9449,1000.0,1.4552,550.4,Superior Plus Corp,Utilities
3017,2015-12-31,SPB CT Equity,61.5,13.0,100.0,10.0,0.0,63.0,4.17,1512.5131,6.9767,22.337,19.8347,0.0,55.3571,9.0,2.0,100.0,20.0,14.0351,3518991.0,6.64,2142.9,4.6512,3.3682,26.5,0.585,4.1927,1.2448,-43.3311,849.2,1.3729,713.7,Superior Plus Corp,Utilities
3018,2016-12-31,SPB CT Equity,62.5,11.0,100.0,10.0,0.0,64.0,5.17,1792.2437,6.9767,27.744,21.4876,0.0,55.3571,9.0,2.0,100.0,20.0,21.0526,4231863.0,7.64,1847.5,4.6512,2.4298,294.6,0.622,35.8765,14.7654,-10.1815,528.8,1.4828999999999999,928.6,Superior Plus Corp,Utilities
3019,2017-12-31,SPB CT Equity,62.2,8.0,96.0,10.0,0.0,65.0,6.17,1695.5443,13.1783,30.903,24.7934,0.0,55.3571,9.0,2.0,100.0,20.0,21.0526,4145325.0,7.19,2336.7,4.6512,2.4547,-27.9,0.428,-3.2735,-1.3336000000000001,17.8534,1052.8,1.3933,776.0,Superior Plus Corp,Utilities
3020,2018-12-31,SPB CT Equity,62.111,7.0,100.0,9.0,0.0,66.0,7.17,1692.4785,13.1783,28.383,26.0331,0.0,55.3571,8.0,2.0,100.0,22.222,26.3158,4224897.0,7.79,3654.0,-10.0,3.2123,-34.0,0.393,-3.6463,-1.1351,14.7883,1853.8,1.1653,1088.9,Superior Plus Corp,Utilities
3021,2019-12-31,SPB CT Equity,63.111,11.0,100.0,9.0,0.0,67.0,8.17,2196.0258,13.1783,25.826,26.0331,0.0,55.3571,8.0,2.0,100.0,22.222,26.3158,4102130.0,8.79,3638.0,-10.0,3.4269,142.6,0.452,13.4029,3.9111000000000002,4.2079,1928.8,1.3182,1039.0,Superior Plus Corp,Utilities
3022,2020-12-31,SPB CT Equity,61.7,14.0,99.0,10.0,0.0,68.0,9.17,2144.1877,15.5039,24.585,28.5124,0.0,55.3571,9.0,2.0,100.0,20.0,31.5789,3791581.0,8.86,3826.3,-47.561,3.7542999999999997,75.1,0.499,7.5546,2.0122,-16.0749,1828.3,1.3122,1280.1,Superior Plus Corp,Utilities
3023,2010-12-31,SPE CT Equity,,,,6.0,0.0,,,,,0.0,4.9793,0.0,21.4286,4.0,,100.0,,,202772.0,,34.074,53.8462,1.8447,-2.336,25.633,-12.598700000000001,-6.8297,13.5912,9.628,1.0024,19.5,Spartan Energy Corp,Energy
3024,2011-12-31,SPE CT Equity,,10.0,90.0,6.0,0.0,,,,,0.804,7.4689,0.0,32.1429,4.0,,100.0,,,691000.0,,32.704,-85.8083,1.9221,-6.516,16.272,-37.5097,-19.5154,-8.2331,12.511,1.181,15.243,Spartan Energy Corp,Energy
3025,2012-12-31,SPE CT Equity,,10.0,90.0,6.0,0.0,,,,,1.282,5.8091,0.0,21.4286,4.0,,100.0,,3.125,102840.0,,32.784,-85.8083,2.0838,0.82,10.888,5.2184,2.5042999999999997,16.6115,11.92,0.7911,16.184,Spartan Energy Corp,Energy
3026,2013-12-31,SPE CT Equity,,10.0,90.0,5.0,0.0,,,,,0.0,10.7884,0.0,33.9286,4.0,,100.0,,10.9375,532500.0,0.73,50.237,-85.8083,1.4131,-1.767,5.598,-6.0154,-4.2568,29.861,0.0,1.1299,42.565,Spartan Energy Corp,Energy
3027,2014-12-31,SPE CT Equity,,6.0,97.16,6.0,0.0,,1.08,737.2863,,43.036,14.1079,0.0,48.2143,5.0,,100.0,,10.9375,251525.0,1.12,901.955,-85.8083,1.3202,24.335,12.091,6.7479,5.1114,923.658,74.434,1.065,678.694,Spartan Energy Corp,Energy
3028,2015-12-31,SPE CT Equity,,5.0,96.66,6.0,0.0,,2.08,625.62,,43.383,14.1079,0.0,48.2143,5.0,,100.0,,10.9375,412333.0,2.04,825.596,-85.8083,1.3395000000000001,-77.778,11.724,-12.0617,-9.0044,-3.6906,85.516,1.0177,610.975,Spartan Energy Corp,Energy
3029,2016-12-31,SPE CT Equity,,5.0,93.33,6.0,0.0,,3.08,1750.6662,,38.326,14.1079,0.0,48.2143,5.0,,100.0,,10.9375,616187.0,3.04,1860.423,79.3103,1.3743,-18.613,5.471,-1.9047,-1.3859,22.443,249.045,0.5916,1343.468,Spartan Energy Corp,Energy
3030,2017-12-31,SPE CT Equity,,5.0,93.33,6.0,0.0,,4.08,1269.7278,,59.702,14.1079,0.0,48.2143,5.0,,100.0,,10.9375,,4.08,1894.499,16.6667,1.4042,-26.071,5.858,-1.9499,-1.3886,124.3731,207.498,0.9679,1330.588,Spartan Energy Corp,Energy
3031,2018-12-31,SPE CT Equity,,5.0,93.33,6.0,0.0,,4.5,1180.2739,,34.989,14.1079,0.0,48.2143,5.0,,100.0,,10.9375,,4.5,1894.499,16.6667,1.4042,-26.071,10.753,-1.9499,-1.3886,124.3731,207.498,0.9679,1330.588,Spartan Energy Corp,Energy
3032,2019-12-31,SPE CT Equity,,5.0,93.33,6.0,0.0,,,,,3.328,14.1079,0.0,48.2143,5.0,,100.0,,10.9375,,,1894.499,16.6667,1.4042,-26.071,0.0,-1.9499,-1.3886,124.3731,207.498,0.9679,1330.588,Spartan Energy Corp,Energy
3033,2020-12-31,SPE CT Equity,,5.0,93.33,6.0,0.0,,,,,0.906,14.1079,0.0,48.2143,5.0,,100.0,,10.9375,,7.08,1894.499,16.6667,1.4042,-26.071,0.0,-1.9499,-1.3886,124.3731,207.498,0.9679,1330.588,Spartan Energy Corp,Energy
3034,2010-12-31,SRU-U CT Equity,54.778,10.0,91.11,9.0,0.0,,,2677.4775,,37.19,15.2893,0.0,51.7857,6.0,0.0,100.0,0.0,14.0351,,,5475.679,1997.7188,2.9556,534.342,1.254,32.5205,11.0032,3.8142,2666.583,1.1364,2286.184,SmartCentres Real Estate Inves,Real Estate
3035,2011-12-31,SRU-U CT Equity,55.375,6.0,95.56,8.0,0.0,,,3321.5412,,36.586,15.2893,0.0,51.7857,5.0,1.0,100.0,12.5,14.0351,1238656.0,,5955.456,-70.459,2.8047,176.879,1.029,8.6798,3.0947,6.8279,2701.812,1.1927,2553.497,SmartCentres Real Estate Inves,Real Estate
3036,2012-12-31,SRU-U CT Equity,57.571,7.0,96.5,7.0,0.0,,,3676.1868,,38.001,15.2893,0.0,51.7857,3.0,0.0,75.0,0.0,14.0351,1038442.0,,6480.407,377.933,2.3697,898.382,1.037,34.2383,14.4482,6.6661,2645.591,1.1134,3639.497,SmartCentres Real Estate Inves,Real Estate
3037,2013-12-31,SRU-U CT Equity,58.429,5.0,100.0,7.0,0.0,61.0,2.67,3365.8293,,40.522,15.2893,0.0,51.7857,4.0,0.0,100.0,0.0,14.0351,1477137.0,7.77,7069.889,-71.18,2.1483,272.776,0.726,8.6493,4.0261,4.6042,3066.98,1.0214,3804.491,SmartCentres Real Estate Inves,Real Estate
3038,2014-12-31,SRU-U CT Equity,59.571,4.0,96.43,7.0,0.0,62.0,3.67,3696.2145,,40.467,15.2893,0.0,51.7857,4.0,0.0,66.667,0.0,14.0351,1980317.0,8.77,7107.403,-18.3042,2.1739,226.541,0.692,6.9473,3.1958,6.0595,3001.7,1.0581,3906.424,SmartCentres Real Estate Inves,Real Estate
3039,2015-12-31,SRU-U CT Equity,60.429,4.0,96.15,7.0,0.0,63.0,4.67,4592.7443,1.5504,43.841,17.3554,0.0,51.7857,4.0,0.0,66.667,0.0,19.2982,2216276.0,8.35,8505.003,9.717,2.2326,269.167,0.487,7.6981,3.4481,10.3763,3790.524,1.1107,4482.571,SmartCentres Real Estate Inves,Real Estate
3040,2016-12-31,SRU-U CT Equity,61.286,4.0,96.19,7.0,0.0,63.0,,4953.4908,1.5504,46.106,17.3554,0.0,51.7857,4.0,0.0,66.667,0.0,19.2982,2088079.0,9.35,8738.878,13.2625,2.2868,322.231,0.518,8.5465,3.7373,8.4669,3837.792,1.1329,4663.944,SmartCentres Real Estate Inves,Real Estate
3041,2017-12-31,SRU-U CT Equity,62.286,4.0,100.0,7.0,0.0,64.0,0.25,4786.9477,3.876,47.019,18.595,0.0,51.7857,4.0,0.0,66.667,0.0,19.2982,1577981.0,10.35,9380.232,-9.1245,2.3106,296.833,0.36,7.5705,3.2765,3.0307,4230.96,1.0936,4827.457,SmartCentres Real Estate Inves,Real Estate
3042,2018-12-31,SRU-U CT Equity,62.714,4.0,96.42,7.0,0.0,63.0,0.5,4824.0897,10.8527,48.895,22.314,0.0,51.7857,4.0,0.0,66.667,0.0,19.2982,2144140.0,11.35,9459.632,10.1456,2.3138,334.529,0.602,8.2169,3.5513,5.7451,4110.484,1.0817,5008.331,SmartCentres Real Estate Inves,Real Estate
3043,2019-12-31,SRU-U CT Equity,62.625,4.0,100.0,8.0,0.0,64.0,1.5,5113.529,12.4031,47.589,23.1405,0.0,51.7857,5.0,1.0,66.667,12.5,19.2982,1791457.0,9.88,9928.467,-11.1067,2.2438,314.046,0.645,7.2689,3.2396,2.0545,4226.394,1.0793,5367.752,SmartCentres Real Estate Inves,Real Estate
3044,2020-12-31,SRU-U CT Equity,63.625,4.0,100.0,8.0,0.0,65.0,2.5,3949.0619,12.4031,31.01,23.1405,0.0,51.7857,5.0,1.0,66.667,12.5,19.2982,1962724.0,10.88,10724.492,-76.342,2.3443,75.288,0.435,1.7090999999999998,0.7291,-3.1199,5215.306,0.9635,5166.975,SmartCentres Real Estate Inves,Real Estate
3045,2010-12-31,SSRM CT Equity,61.714,13.0,98.0,7.0,0.0,,,2196.3726,,57.804,12.8099,0.0,51.7857,5.0,0.0,100.0,0.0,3.5088,5010519.46,,1147.99,-123.7865,1.2928,338.455,1.165,46.1093,35.666,1962.771,116.125,2.1296,931.86,SSR Mining Inc,Materials
3046,2011-12-31,SSRM CT Equity,61.0,12.0,100.0,6.0,0.0,,,1136.7406,,60.068,12.8099,0.0,51.7857,5.0,0.0,100.0,0.0,3.5088,2452809.0834,,1276.102,-76.9585,1.2656,80.128,0.634,8.367,6.611,31.7034,125.313,1.106,983.975,SSR Mining Inc,Materials
3047,2012-12-31,SSRM CT Equity,62.0,10.0,100.0,6.0,0.0,,,1197.4899,,48.129,16.1157,0.0,51.7857,5.0,0.0,100.0,0.0,17.5439,2353147.8375,,1317.847,-31.0,1.2738,55.328,0.232,5.4339,4.2659,63.0897,135.805,1.1147,1052.439,SSR Mining Inc,Materials
3048,2013-12-31,SSRM CT Equity,61.571,8.0,100.0,7.0,0.0,56.0,3.42,595.1602,,55.785,16.1157,0.0,51.7857,6.0,0.0,100.0,0.0,17.5439,2743177.4124,4.12,1032.735,-31.0,1.3494,-230.016,0.232,-26.4095,-19.571,-27.5523,187.13,0.8746,689.479,SSR Mining Inc,Materials
3049,2014-12-31,SSRM CT Equity,60.571,10.0,100.0,7.0,0.0,57.0,4.42,470.7983,,53.272,15.2893,0.0,51.7857,6.0,1.0,100.0,14.286,14.0351,2878411.9686,4.3,986.249,44.9123,1.5913,-126.393,0.256,-19.9243,-12.5205,71.8066,203.056,0.8237,579.25,SSR Mining Inc,Materials
3050,2015-12-31,SSRM CT Equity,60.714,12.0,100.0,7.0,0.0,52.0,0.42,578.7176,8.5271,44.891,21.9008,0.0,51.7857,6.0,1.0,100.0,14.286,22.807,5293756.1687,4.58,871.677,1.9108,1.8101,-124.302,0.103,-24.2202,-13.3807,25.0565,212.358,0.9671,447.183,SSR Mining Inc,Materials
3051,2016-12-31,SSRM CT Equity,61.125,11.0,98.76,8.0,0.0,53.0,1.42,1434.0156,8.5271,56.213,21.9008,0.0,51.7857,7.0,1.0,100.0,12.5,22.807,2746980.0036,4.97,1438.688,1.9108,1.7126000000000001,64.957,0.118,9.63,5.6231,30.8173,220.054,1.1142,901.879,SSR Mining Inc,Materials
3052,2017-12-31,SSRM CT Equity,62.571,7.0,100.0,7.0,0.0,54.0,2.42,1326.632,8.5271,48.304,21.9008,0.0,51.7857,6.0,1.0,100.0,14.286,22.807,2055427.0,5.23,1537.454,-7.9365,1.5641,69.316,0.478,7.2858,4.6581,-8.5976,233.18,1.0378,1023.928,SSR Mining Inc,Materials
3053,2018-12-31,SSRM CT Equity,60.556,6.0,100.0,9.0,0.0,55.0,3.42,1983.847,31.0078,65.313,38.843,0.0,57.1429,8.0,1.0,100.0,11.111,38.5965,2147135.0,5.06,1521.138,-91.3793,1.5486,6.379,0.61,0.646,0.4171,-6.2611,247.551,1.3209,1005.976,SSR Mining Inc,Materials
3054,2019-12-31,SSRM CT Equity,61.667,9.0,98.76,9.0,0.0,56.0,4.42,3073.4734,37.2093,72.345,43.3884,0.0,57.1429,8.0,1.0,100.0,11.111,43.8596,2382272.0,6.06,1750.107,840.0,1.5516999999999999,57.315,0.659,5.4376,3.5042,44.2563,287.841,1.7063000000000001,1133.954,SSR Mining Inc,Materials
3055,2020-12-31,SSRM CT Equity,61.2,16.0,100.0,10.0,0.0,54.0,0.33,5609.7375,47.2868,75.23,50.0,0.0,57.1429,9.0,3.0,100.0,30.0,49.1228,13099833.0,3.14,5244.986,87.234,1.5339,133.494,0.846,5.8547,3.8167999999999997,40.5766,507.699,1.1849,3939.903,SSR Mining Inc,Materials
3056,2010-12-31,STN CT Equity,61.889,7.0,94.44,9.0,0.0,,,1266.7037,34.8837,73.021,41.7355,0.0,60.7143,7.0,1.0,100.0,11.111,38.5965,2442475.0,,1337.358,68.2927,2.116,94.741,3.289,16.2928,7.6997,-1.3598,322.03,1.4887000000000001,615.688,Stantec Inc,Industrials
3057,2011-12-31,STN CT Equity,61.778,8.0,100.0,9.0,0.0,,,1254.3743,34.1085,76.349,43.8017,0.0,60.7143,7.0,2.0,100.0,22.222,49.1228,2521327.0,,1327.356,-86.4734,2.1444,12.662,3.056,2.0379,0.9503,12.439,296.194,1.4731,627.151,Stantec Inc,Industrials
3058,2012-12-31,STN CT Equity,62.5,8.0,90.87,8.0,0.0,,,1823.8374,28.6822,71.422,40.9091,0.0,66.0714,7.0,2.0,100.0,25.0,43.8596,2850318.0,,1464.235,846.4286,2.0616,121.019,2.965,17.8748,8.6703,12.7139,299.296,1.7518,727.128,Stantec Inc,Industrials
3059,2013-12-31,STN CT Equity,63.333,7.0,98.41,9.0,0.0,58.0,4.67,3056.1727,31.7829,65.626,42.562,0.0,66.0714,8.0,2.0,100.0,22.222,43.8596,3307342.0,6.1,1668.178,19.2453,1.9340000000000002,146.201,1.183,18.0533,9.3347,17.9278,238.073,2.3037,892.634,Stantec Inc,Industrials
3060,2014-12-31,STN CT Equity,64.333,6.0,100.0,9.0,0.0,59.0,5.67,2996.1145,33.3333,66.15,44.6281,0.0,60.7143,8.0,2.0,100.0,22.222,54.386,3737430.0,7.1,1959.641,11.3924,1.8333,164.498,1.061,16.6254,9.0687,13.2577,309.265,1.9746000000000001,1086.245,Stantec Inc,Industrials
3061,2015-12-31,STN CT Equity,65.333,4.0,97.0,9.0,0.0,60.0,6.67,3240.3618,33.3333,81.335,51.2397,0.0,64.2857,8.0,2.0,100.0,22.222,78.9474,3566183.0,8.1,2341.879,-5.6818,1.7852000000000001,156.378,1.079,12.9801,7.2708,14.3772,365.356,1.8189,1323.26,Stantec Inc,Industrials
3062,2016-12-31,STN CT Equity,65.0,7.0,98.44,9.0,0.0,61.0,7.67,3867.7537,19.3798,69.644,45.0413,0.0,64.2857,8.0,3.0,100.0,33.333,84.2105,3338970.0,8.27,4284.668,-26.506,2.0087,130.549,1.108,7.9145,3.9402,30.5296,1020.462,1.442,1976.5,Stantec Inc,Industrials
3063,2017-12-31,STN CT Equity,66.5,6.0,95.23,8.0,0.0,62.0,8.67,4007.028,31.0078,72.284,50.0,0.0,69.6429,7.0,3.0,100.0,37.5,73.6842,7703897.0,9.06,3883.1,-30.3279,2.1094,97.0,1.085,5.0103,2.3752,2.4349,739.6,1.5438,1899.3,Stantec Inc,Industrials
3064,2018-12-31,STN CT Equity,64.9,7.0,98.0,10.0,0.0,52.0,1.0,3374.6805,40.3101,89.715,56.1983,0.0,69.6429,8.0,4.0,100.0,40.0,78.9474,3067127.0,6.24,4009.9,77.6471,2.0754,47.4,1.13,2.4926,1.2011,5.7155000000000005,933.7,1.3588,1908.7,Stantec Inc,Industrials
3065,2019-12-31,STN CT Equity,64.778,7.0,98.41,9.0,0.0,53.0,2.0,4083.2508,43.4109,87.525,57.8512,0.0,69.6429,7.0,4.0,100.0,44.444,78.9474,3498660.0,6.38,4561.5,15.2318,2.2661,194.4,1.157,10.2792,4.536,10.6134,1569.3,1.4836,1877.1,Stantec Inc,Industrials
3066,2020-12-31,STN CT Equity,64.125,9.0,96.87,8.0,0.0,54.0,3.0,4584.0609,43.4109,80.424,57.8512,0.0,69.6429,6.0,3.0,100.0,37.5,78.9474,5028820.0,6.71,4388.9,-17.8161,2.3529,171.1,1.22,8.9958,3.8233,-0.7221,1315.3,1.6047,1929.3,Stantec Inc,Industrials
3067,2010-12-31,SU CT Equity,63.429,7.0,96.7,14.0,0.0,,,59840.168,30.5785,73.31,48.9627,0.0,71.4286,13.0,2.0,100.0,14.286,64.0625,9059499.0,,68607.0,142.5743,1.9963,3829.0,0.118,11.05,5.5351,25.2368,12331.0,1.3605,35192.0,Suncor Energy Inc,Energy
3068,2011-12-31,SU CT Equity,63.214,7.0,100.0,14.0,0.0,,,46252.8207,40.4959,70.275,53.112,0.0,75.0,12.0,2.0,100.0,14.286,57.8125,14857818.0,,74777.0,11.8367,1.9431,4304.0,0.122,11.6652,6.0035,19.7981,10779.0,1.0962,38600.0,Suncor Energy Inc,Energy
3069,2012-12-31,SU CT Equity,63.667,5.0,96.6,12.0,0.0,,,50089.0482,40.4959,66.149,56.0166,0.0,80.3571,11.0,2.0,100.0,16.667,64.0625,19401476.0,,76401.0,-35.4015,1.9428,2740.0,0.102,7.0603,3.6249000000000002,-0.6051,11024.0,1.1388,39215.0,Suncor Energy Inc,Energy
3070,2013-12-31,SU CT Equity,64.667,7.0,100.0,12.0,0.0,57.0,1.67,55444.8958,44.6281,68.111,59.3361,0.0,80.3571,11.0,2.0,100.0,16.667,68.75,12839230.0,9.49,78315.0,47.4576,1.9243999999999999,3911.0,0.085,9.7295,5.0557,3.8994999999999997,11458.0,1.1771,41180.0,Suncor Energy Inc,Energy
3071,2014-12-31,SU CT Equity,64.615,5.0,98.46,13.0,0.0,58.0,2.67,53434.5828,51.2397,71.87,61.4108,0.0,75.0,12.0,2.0,100.0,15.385,68.75,12384676.0,8.35,79671.0,-29.5019,1.9083999999999999,2699.0,0.054,6.5207,3.4168,0.6794,13329.0,1.1467,41603.0,Suncor Energy Inc,Energy
3072,2015-12-31,SU CT Equity,64.25,6.0,97.16,12.0,0.0,59.0,3.67,51634.6946,52.8926,79.444,63.0705,0.0,75.0,11.0,3.0,100.0,25.0,71.875,12200495.0,8.56,77527.0,-29.5019,1.9493,-1995.0,0.054,-4.9478,-2.5382,-26.7272,15303.0,1.1625,39039.0,Suncor Energy Inc,Energy
3073,2016-12-31,SU CT Equity,64.417,8.0,90.46,12.0,0.0,60.0,4.67,73166.6381,52.8926,80.513,63.0705,0.0,75.0,11.0,4.0,100.0,33.333,71.875,11482343.0,8.58,88702.0,-29.5019,1.9867,434.0,0.042,1.0374,0.5222,-8.2204,17430.0,1.327,44630.0,Suncor Energy Inc,Energy
3074,2017-12-31,SU CT Equity,64.727,8.0,100.0,11.0,0.0,61.0,5.67,76011.9419,57.0248,81.905,64.3154,0.0,75.0,10.0,4.0,100.0,36.364,68.75,14820002.0,9.63,89494.0,892.5926,1.9797,4458.0,0.046,9.9052,5.0035,19.2002,15579.0,1.3391,45383.0,Suncor Energy Inc,Energy
3075,2018-12-31,SU CT Equity,63.7,6.0,96.42,10.0,0.0,62.0,6.67,60813.8458,58.6777,81.452,65.1452,0.0,75.0,9.0,3.0,100.0,30.0,68.75,14789407.0,7.68,89579.0,-24.2537,2.0033,3293.0,0.055,7.3679,3.6778,20.6171,17350.0,1.1832,44005.0,Suncor Energy Inc,Energy
3076,2019-12-31,SU CT Equity,62.4,7.0,96.87,10.0,0.0,63.0,0.67,65650.4506,59.5041,83.115,65.5602,0.0,75.0,9.0,4.0,100.0,40.0,68.75,21333949.0,6.93,89435.0,-8.3744,2.0804,2899.0,0.056,6.7382,3.2389,-0.5137,17970.0,1.2589000000000001,42042.0,Suncor Energy Inc,Energy
3077,2020-12-31,SU CT Equity,61.909,10.0,99.0,11.0,0.0,,1.67,32561.9695,59.5041,77.663,65.5602,0.0,75.0,10.0,4.0,100.0,36.364,68.75,10140505.0,7.23,84616.0,-8.3744,2.2372,-4319.0,0.023,-11.103,-4.9629,-35.6822,21699.0,0.9622,35757.0,Suncor Energy Inc,Energy
3078,2010-12-31,SVM CT Equity,,6.0,100.0,7.0,1.0,,,2222.0904,,30.145,11.9835,0.0,48.2143,5.0,0.0,100.0,0.0,3.5088,940146.277,,279.454,,1.319,38.547,3.74,20.9816,15.907,28.3048,1.465,4.2692,236.728,Silvercorp Metals Inc,Materials
3079,2011-12-31,SVM CT Equity,,5.0,100.0,6.0,1.0,,,1115.7881,,29.776,11.9835,0.0,48.2143,4.0,0.0,100.0,0.0,3.5088,1872405.555,,506.615,66.6667,1.2769,67.655,3.424,21.9799,17.2135,56.1411,0.0,5.2329,453.677,Silvercorp Metals Inc,Materials
3080,2012-12-31,SVM CT Equity,,8.0,83.92,7.0,1.0,,,870.851,,34.178,11.9835,0.0,48.2143,5.0,0.0,100.0,0.0,3.5088,3025990.5965,,575.263,7.5,1.2965,73.838,3.383,17.6979,13.65,42.2137,0.0,2.2867,510.832,Silvercorp Metals Inc,Materials
3081,2013-12-31,SVM CT Equity,,8.0,87.5,7.0,1.0,,0.25,416.9498,,39.727,14.4628,0.0,48.2143,5.0,0.0,100.0,0.0,14.0351,2318735.0,6.2,576.222,-62.7907,1.3479999999999999,27.211,3.3970000000000002,6.3708,4.7262,-23.676,0.0,1.4483,498.103,Silvercorp Metals Inc,Materials
3082,2014-12-31,SVM CT Equity,,5.0,94.28,7.0,1.0,,0.08,261.4522,,31.257,14.4628,0.0,48.2143,5.0,0.0,100.0,0.0,14.0351,2195890.0,7.2,467.319,-62.7907,1.354,-41.017,3.3890000000000002,-10.6441,-7.8611,-40.3156,0.0,0.966,412.562,Silvercorp Metals Inc,Materials
3083,2015-12-31,SVM CT Equity,,6.0,92.85,7.0,1.0,,1.08,111.5872,,7.251,14.4628,0.0,48.2143,5.0,0.0,100.0,0.0,14.0351,1465731.0,7.45,372.446,-150.0,1.4254,-103.109,3.434,-35.003,-24.5566,18.5101,0.0,0.8906,292.511,Silvercorp Metals Inc,Materials
